DBID	Name	Group
DB00744	Zileuton	approved, investigational, withdrawn
DB00745	Modafinil	approved, investigational
DB00746	Deferoxamine	approved, investigational
DB00747	Scopolamine	approved, investigational
DB00748	Carbinoxamine	approved
DB00749	Etodolac	approved, investigational, vet_approved
DB00750	Prilocaine	approved
DB00751	Epinastine	approved, investigational
DB00752	Tranylcypromine	approved, investigational
DB00753	Isoflurane	approved, vet_approved
DB00754	Ethotoin	approved
DB00755	Tretinoin	approved, investigational, nutraceutical
DB00756	Hexachlorophene	approved, withdrawn
DB00757	Dolasetron	approved, investigational
DB00758	Clopidogrel	approved
DB00759	Tetracycline	approved, vet_approved
DB00760	Meropenem	approved, investigational
DB00761	Potassium chloride	approved, withdrawn
DB00762	Irinotecan	approved, investigational
DB00763	Methimazole	approved
DB00764	Mometasone	experimental
DB00765	Metyrosine	approved
DB00766	Clavulanic acid	approved, vet_approved
DB00767	Benzquinamide	withdrawn
DB00768	Olopatadine	approved
DB00769	Hydrocortamate	approved
DB00770	Alprostadil	approved, investigational
DB00771	Clidinium	approved
DB00772	Malathion	approved, investigational
DB00773	Etoposide	approved
DB00774	Hydroflumethiazide	approved, investigational, withdrawn
DB00775	Tirofiban	approved
DB00776	Oxcarbazepine	approved
DB00777	Propiomazine	approved
DB00778	Roxithromycin	approved, investigational, withdrawn
DB00779	Nalidixic acid	approved, investigational
DB00780	Phenelzine	approved
DB00782	Propantheline	approved
DB00783	Estradiol	approved, investigational, vet_approved
DB00784	Mefenamic acid	approved
DB00785	Cryptenamine	approved
DB00786	Marimastat	investigational
DB00787	Acyclovir	approved
DB00788	Naproxen	approved, vet_approved
DB00789	Gadopentetic acid	approved
DB00790	Perindopril	approved
DB00791	Uracil mustard	approved
DB00792	Tripelennamine	approved, vet_approved
DB00793	Haloprogin	approved, withdrawn
DB00794	Primidone	approved, vet_approved
DB00795	Sulfasalazine	approved
DB00796	Candesartan cilexetil	approved
DB00797	Tolazoline	approved, vet_approved
DB00798	Gentamicin	approved, vet_approved
DB00799	Tazarotene	approved, investigational
DB00800	Fenoldopam	approved
DB00801	Halazepam	approved, illicit, withdrawn
DB00802	Alfentanil	approved, illicit
DB00803	Colistin	approved
DB00804	Dicyclomine	approved
DB00805	Minaprine	approved
DB00806	Pentoxifylline	approved, investigational
DB00807	Proparacaine	approved, vet_approved
DB00808	Indapamide	approved
DB00809	Tropicamide	approved, investigational
DB00810	Biperiden	approved, investigational
DB00811	Ribavirin	approved
DB00812	Phenylbutazone	approved, vet_approved
DB00813	Fentanyl	approved, illicit, investigational, vet_approved
DB00814	Meloxicam	approved, vet_approved
DB00815	Sodium lauryl sulfate	experimental
DB00816	Orciprenaline	approved
DB00817	Rosoxacin	approved, investigational
DB00818	Propofol	approved, investigational, vet_approved
DB00819	Acetazolamide	approved, vet_approved
DB00820	Tadalafil	approved, investigational
DB00821	Carprofen	approved, vet_approved, withdrawn
DB00822	Disulfiram	approved
DB00823	Ethynodiol diacetate	approved
DB00824	Enprofylline	approved, experimental
DB00825	Levomenthol	approved
DB00826	Natamycin	approved
DB00827	Cinoxacin	approved, investigational, withdrawn
DB00828	Fosfomycin	approved
DB00829	Diazepam	approved, illicit, investigational, vet_approved
DB00830	Phenmetrazine	approved, illicit
DB00831	Trifluoperazine	approved, investigational
DB00832	Phensuximide	approved
DB00833	Cefaclor	approved
DB00834	Mifepristone	approved, investigational
DB00835	Brompheniramine	approved
DB00836	Loperamide	approved
DB00837	Progabide	experimental
DB00838	Clocortolone	approved
DB00839	Tolazamide	approved, investigational
DB00840	Hydroxypropyl cellulose	approved
DB00841	Dobutamine	approved
DB00842	Oxazepam	approved
DB00843	Donepezil	approved
DB00844	Nalbuphine	approved
DB00845	Clofazimine	approved, investigational
DB00846	Flurandrenolide	approved
DB00847	Cysteamine	approved, investigational
DB00848	Levamisole	approved, investigational, vet_approved, withdrawn
DB00849	Methylphenobarbital	approved
DB00850	Perphenazine	approved
DB00851	Dacarbazine	approved, investigational
DB00852	Pseudoephedrine	approved
DB00853	Temozolomide	approved, investigational
DB00854	Levorphanol	approved
DB00855	Aminolevulinic acid	approved
DB00856	Chlorphenesin	approved, experimental
DB00857	Terbinafine	approved, investigational, vet_approved
DB00858	Drostanolone	illicit
DB00859	Penicillamine	approved
DB00860	Prednisolone	approved, vet_approved
DB00861	Diflunisal	approved, investigational
DB00862	Vardenafil	approved
DB00863	Ranitidine	approved, withdrawn
DB00864	Tacrolimus	approved, investigational
DB00865	Benzphetamine	approved, illicit
DB00866	Alprenolol	experimental, withdrawn
DB00867	Ritodrine	approved, investigational
DB00868	Benzonatate	approved
DB00869	Dorzolamide	approved
DB00870	Suprofen	approved, withdrawn
DB00871	Terbutaline	approved
DB00872	Conivaptan	approved, investigational
DB14596	Loteprednol etabonate	approved
DB00874	Guaifenesin	approved, investigational, vet_approved
DB00875	Flupentixol	approved, investigational, withdrawn
DB00876	Eprosartan	approved
DB00877	Sirolimus	approved, investigational
DB00878	Chlorhexidine	approved, vet_approved
DB00879	Emtricitabine	approved, investigational
DB00880	Chlorothiazide	approved, vet_approved
DB00881	Quinapril	approved, investigational
DB00882	Clomifene	approved, investigational
DB00883	Isosorbide dinitrate	approved, investigational
DB00884	Risedronic acid	approved, investigational
DB00885	Pemirolast	approved, investigational
DB00886	Omapatrilat	investigational
DB00887	Bumetanide	approved
DB00888	Mechlorethamine	approved, investigational
DB00889	Granisetron	approved, investigational
DB00890	Dienestrol	approved, investigational
DB00891	Sulfapyridine	approved
DB00892	Oxybuprocaine	approved, investigational
DB00893	Iron Dextran	approved, vet_approved
DB00894	Testolactone	approved, investigational
DB00895	Benzylpenicilloyl polylysine	approved
DB00896	Rimexolone	approved
DB00897	Triazolam	approved, investigational
DB00898	Ethanol	approved
DB00899	Remifentanil	approved
DB00900	Didanosine	approved
DB00901	Bitolterol	withdrawn
DB00902	Methdilazine	approved
DB00903	Etacrynic acid	approved, investigational
DB00904	Ondansetron	approved
DB00905	Bimatoprost	approved, investigational
DB00906	Tiagabine	approved, investigational
DB00907	Cocaine	approved, illicit
DB00908	Quinidine	approved, investigational
DB00909	Zonisamide	approved, investigational
DB00910	Paricalcitol	approved, investigational
DB00911	Tinidazole	approved, investigational
DB00912	Repaglinide	approved, investigational
DB00913	Anileridine	approved, illicit
DB00914	Phenformin	approved, investigational, withdrawn
DB00915	Amantadine	approved
DB00916	Metronidazole	approved
DB00917	Dinoprostone	approved
DB00918	Almotriptan	approved, investigational
DB00919	Spectinomycin	approved, investigational, vet_approved
DB00920	Ketotifen	approved
DB00921	Buprenorphine	approved, illicit, investigational, vet_approved
DB00922	Levosimendan	approved, investigational
DB00923	Ceforanide	approved
DB00924	Cyclobenzaprine	approved
DB00925	Phenoxybenzamine	approved
DB00926	Etretinate	withdrawn
DB00927	Famotidine	approved
DB00928	Azacitidine	approved, investigational
DB00929	Misoprostol	approved
DB00930	Colesevelam	approved
DB00931	Metacycline	approved, investigational
DB00932	Tipranavir	approved, investigational
DB00933	Mesoridazine	approved, investigational
DB00934	Maprotiline	approved, investigational
DB00935	Oxymetazoline	approved, investigational
DB00936	Salicylic acid	approved, investigational, vet_approved
DB00937	Diethylpropion	approved, illicit
DB00938	Salmeterol	approved
DB00939	Meclofenamic acid	approved, vet_approved
DB00940	Methantheline	approved, investigational
DB00941	Hexafluronium	approved
DB00942	Cycrimine	approved
DB00943	Zalcitabine	approved, investigational
DB00944	Demecarium	approved
DB00945	Acetylsalicylic acid	approved, vet_approved
DB00946	Phenprocoumon	approved, investigational
DB00947	Fulvestrant	approved, investigational
DB00948	Mezlocillin	approved, investigational
DB00949	Felbamate	approved
DB00950	Fexofenadine	approved, investigational
DB00951	Isoniazid	approved, investigational
DB00952	Naratriptan	approved, investigational
DB00953	Rizatriptan	approved
DB00954	Dirithromycin	experimental
DB00955	Netilmicin	approved, investigational
DB00956	Hydrocodone	approved, illicit, investigational
DB00957	Norgestimate	approved, investigational
DB00958	Carboplatin	approved
DB00959	Methylprednisolone	approved, vet_approved
DB00960	Pindolol	approved, investigational
DB00961	Mepivacaine	approved, vet_approved
DB00962	Zaleplon	approved, illicit, investigational
DB00963	Bromfenac	approved
DB00964	Apraclonidine	approved
DB00965	Ethiodized oil	approved, investigational
DB00966	Telmisartan	approved, investigational
DB00967	Desloratadine	approved, investigational
DB00968	Methyldopa	approved
DB00969	Alosetron	approved, withdrawn
DB00970	Dactinomycin	approved, investigational
DB00971	Selenium Sulfide	approved
DB00972	Azelastine	approved
DB00973	Ezetimibe	approved
DB00974	Edetic acid	approved, vet_approved
DB00975	Dipyridamole	approved
DB00976	Telithromycin	approved
DB00977	Ethinylestradiol	approved
DB00978	Lomefloxacin	approved, investigational
DB00979	Cyclopentolate	approved
DB00980	Ramelteon	approved, investigational
DB00981	Physostigmine	approved, investigational
DB00982	Isotretinoin	approved
DB00983	Formoterol	approved, investigational
DB00984	Nandrolone phenpropionate	approved, illicit, investigational
DB00985	Dimenhydrinate	approved
DB00986	Glycopyrronium	approved, investigational, vet_approved
DB00987	Cytarabine	approved, investigational
DB00988	Dopamine	approved
DB00989	Rivastigmine	approved, investigational
DB00990	Exemestane	approved, investigational
DB00991	Oxaprozin	approved
DB00992	Methyl aminolevulinate	approved, investigational
DB00993	Azathioprine	approved
DB00994	Neomycin	approved, vet_approved
DB00995	Auranofin	approved, investigational
DB00996	Gabapentin	approved, investigational
DB00997	Doxorubicin	approved, investigational
DB00998	Frovatriptan	approved, investigational
DB00999	Hydrochlorothiazide	approved, vet_approved
DB01000	Cyclacillin	approved
DB01001	Salbutamol	approved, vet_approved
DB01002	Levobupivacaine	approved, investigational
DB01003	Cromoglicic acid	approved
DB01004	Ganciclovir	approved, investigational
DB01005	Hydroxyurea	approved
DB01006	Letrozole	approved, investigational
DB01007	Tioconazole	approved
DB01008	Busulfan	approved, investigational
DB01009	Ketoprofen	approved, vet_approved
DB01010	Edrophonium	approved
DB01011	Metyrapone	approved, investigational
DB01012	Cinacalcet	approved
DB01013	Clobetasol propionate	approved
DB01014	Balsalazide	approved, investigational
DB01015	Sulfamethoxazole	approved
DB01016	Glyburide	approved
DB01017	Minocycline	approved, investigational
DB01018	Guanfacine	approved, investigational
DB01019	Bethanechol	approved
DB01020	Isosorbide mononitrate	approved
DB01021	Trichlormethiazide	approved, vet_approved
DB01022	Phylloquinone	approved, investigational
DB01023	Felodipine	approved, investigational
DB01024	Mycophenolic acid	approved
DB01025	Amlexanox	approved, investigational, withdrawn
DB01026	Ketoconazole	approved, investigational
DB01028	Methoxyflurane	approved, investigational, vet_approved
DB01029	Irbesartan	approved, investigational
DB01030	Topotecan	approved, investigational
DB01031	Ethinamate	approved, illicit, withdrawn
DB01032	Probenecid	approved, investigational
DB01033	Mercaptopurine	approved
DB01034	Cerulenin	experimental
DB01035	Procainamide	approved
DB01036	Tolterodine	approved, investigational
DB01037	Selegiline	approved, investigational, vet_approved
DB01038	Carphenazine	withdrawn
DB01039	Fenofibrate	approved
DB01041	Thalidomide	approved, investigational, withdrawn
DB01042	Melphalan	approved
DB01043	Memantine	approved, investigational
DB01044	Gatifloxacin	approved, investigational
DB01045	Rifampicin	approved
DB01046	Lubiprostone	approved, investigational
DB01047	Fluocinonide	approved, investigational
DB01048	Abacavir	approved, investigational
DB01049	Ergoloid mesylate	approved
DB01050	Ibuprofen	approved
DB01051	Novobiocin	approved, investigational, vet_approved
DB01053	Benzylpenicillin	approved, vet_approved
DB01054	Nitrendipine	approved, investigational
DB01055	Mimosine	experimental
DB01056	Tocainide	approved
DB01057	Echothiophate	approved
DB01058	Praziquantel	approved, investigational, vet_approved
DB01059	Norfloxacin	approved
DB01060	Amoxicillin	approved, vet_approved
DB01061	Azlocillin	approved
DB01062	Oxybutynin	approved, investigational
DB01063	Acetophenazine	approved
DB01064	Isoprenaline	approved, investigational
DB01065	Melatonin	approved, nutraceutical, vet_approved
DB01066	Cefditoren	approved, investigational
DB01067	Glipizide	approved, investigational
DB01068	Clonazepam	approved, illicit
DB01069	Promethazine	approved, investigational
DB01070	Dihydrotachysterol	approved
DB01071	Mequitazine	experimental
DB01072	Atazanavir	approved, investigational
DB01073	Fludarabine	approved
DB01074	Perhexiline	approved, investigational
DB01075	Diphenhydramine	approved, investigational
DB01076	Atorvastatin	approved
DB01077	Etidronic acid	approved
DB01078	Deslanoside	approved
DB01079	Tegaserod	approved, investigational, withdrawn
DB01080	Vigabatrin	approved
DB01081	Diphenoxylate	approved, illicit
DB01082	Streptomycin	approved, vet_approved
DB01083	Orlistat	approved, investigational
DB01084	Emedastine	approved
DB01085	Pilocarpine	approved, investigational
DB01086	Benzocaine	approved, investigational
DB01087	Primaquine	approved
DB01088	Iloprost	approved, investigational
DB01089	Deserpidine	approved
DB01090	Pentolinium	approved
DB01091	Butenafine	approved
DB01092	Ouabain	approved
DB01093	Dimethyl sulfoxide	approved, vet_approved
DB01094	Hesperetin	experimental
DB01095	Fluvastatin	approved
DB01096	Oxamniquine	approved
DB01097	Leflunomide	approved, investigational
DB01098	Rosuvastatin	approved
DB01099	Flucytosine	approved, investigational
DB01100	Pimozide	approved
DB01101	Capecitabine	approved, investigational
DB01102	Arbutamine	approved
DB01103	Quinacrine	investigational
DB01104	Sertraline	approved
DB01105	Sibutramine	approved, illicit, investigational, withdrawn
DB01106	Levocabastine	approved, investigational
DB01107	Methyprylon	approved, illicit, withdrawn
DB01108	Trilostane	approved, investigational, vet_approved, withdrawn
DB01109	Heparin	approved, investigational
DB01110	Miconazole	approved, investigational, vet_approved
DB01111	Colistimethate	approved, vet_approved
DB01112	Cefuroxime	approved
DB01113	Papaverine	approved, investigational
DB01114	Chlorpheniramine	approved
DB01115	Nifedipine	approved
DB01116	Trimethaphan	approved, investigational
DB01117	Atovaquone	approved
DB01118	Amiodarone	approved, investigational
DB01119	Diazoxide	approved
DB01120	Gliclazide	approved
DB01121	Phenacemide	approved
DB01122	Ambenonium	approved
DB01123	Proflavine	approved
DB01124	Tolbutamide	approved, investigational
